"age","inc","educ","fsize","marr","twoearn","db","pira","hown"
49,35142,16,1,0,0,1,0,0
40,51540,14,4,1,1,0,0,1
35,25731,12,3,0,0,1,0,0
43,69690,18,4,1,1,1,0,1
39,44880,12,4,1,1,1,0,1
26,70368,16,2,1,1,1,0,1
37,39744,12,3,1,1,0,0,1
43,33954,16,5,1,0,0,1,1
39,31878,13,5,1,1,1,0,0
64,56871,14,2,1,0,0,1,1
48,77523,18,4,1,1,0,0,1
37,25443,15,2,0,0,1,0,0
40,52110,18,4,1,1,0,1,1
33,11112,14,1,0,0,0,0,0
28,78879,12,4,1,0,0,1,1
46,24030,15,2,0,0,0,1,1
35,61230,18,1,0,0,0,0,1
37,57720,16,2,1,1,0,0,1
50,44172,15,5,1,1,1,1,1
29,42771,15,1,0,0,1,0,0
38,38712,12,4,1,1,0,0,1
41,50400,16,4,1,1,1,1,1
34,44043,17,4,1,1,0,0,1
52,79701,13,6,1,0,0,0,1
51,15303,15,1,0,0,1,1,0
48,29952,12,1,0,0,1,1,1
38,54165,16,3,1,1,0,0,0
30,44352,13,4,1,1,0,1,1
45,19200,12,4,1,0,0,0,1
54,65025,12,3,1,1,0,0,1
53,12588,10,2,0,0,1,0,1
37,59430,13,4,1,0,0,0,1
40,52263,7,4,1,1,0,0,0
59,28785,15,1,0,0,1,1,0
39,42975,14,2,1,1,0,0,0
46,54000,14,2,1,1,0,1,1
47,110457,16,4,1,1,1,1,1
50,34935,18,1,0,0,1,0,1
32,100491,16,2,1,1,1,1,1
30,39249,11,4,1,1,0,0,1
26,44442,15,3,1,1,1,0,1
54,88689,12,3,1,1,0,1,1
28,31200,16,2,1,1,1,0,0
53,51090,15,3,1,0,0,1,1
30,31221,15,1,0,0,1,1,0
51,37965,12,4,1,1,0,0,0
54,21300,12,1,0,0,1,0,1
45,43179,18,1,0,0,1,1,1
48,36900,18,1,0,0,0,0,1
36,32994,15,1,0,0,0,0,1
37,31416,12,5,1,1,0,0,1
35,26370,12,4,1,1,1,0,1
46,21576,17,1,0,0,1,0,0
42,96864,12,3,1,1,0,0,0
28,47550,16,2,1,1,1,0,0
37,24000,14,3,1,0,0,0,0
28,66150,14,4,1,1,1,0,1
44,109653,16,4,1,1,0,1,1
42,63954,16,6,1,1,1,0,1
33,30438,14,4,1,0,0,0,1
39,46818,13,4,1,1,1,1,1
43,26682,12,5,1,0,1,0,1
53,81948,14,2,1,0,0,1,1
38,100452,18,2,1,1,1,0,1
50,55296,12,1,0,0,1,1,1
63,53757,12,2,1,0,0,1,1
57,54723,14,2,1,1,1,0,1
26,20724,13,1,0,0,1,0,0
64,70974,12,4,1,1,1,1,0
26,36459,14,4,1,1,0,0,0
44,19173,12,1,0,0,0,0,0
41,50268,18,1,0,0,1,0,0
49,43920,12,2,0,0,1,0,1
56,33717,12,2,1,1,0,1,1
48,79311,18,1,1,0,1,0,0
54,28047,18,1,0,0,1,0,1
34,69942,16,3,1,1,1,0,1
32,36000,12,3,1,0,1,0,0
43,58050,15,2,1,1,1,1,1
48,11310,12,3,1,0,0,0,1
57,32100,12,2,1,1,0,0,1
27,39288,18,1,0,0,0,0,1
59,49839,12,3,1,1,0,0,1
56,34743,12,4,1,1,0,1,1
27,23097,12,4,1,0,0,0,0
45,28602,13,2,0,0,1,0,0
30,64731,18,2,1,1,1,0,1
36,67470,18,3,1,0,0,0,1
43,43788,13,3,0,0,1,1,1
55,15225,10,1,0,0,1,0,1
39,48888,12,1,0,0,1,1,1
32,15384,7,6,1,0,0,0,1
46,21240,13,4,1,0,0,0,1
33,28713,11,2,0,0,0,0,1
37,42975,15,4,1,1,1,0,1
60,66921,12,2,1,1,0,1,1
60,14523,10,5,1,0,0,0,1
42,26475,12,1,0,0,0,0,1
40,27117,12,4,1,0,0,0,1
59,37950,10,3,0,0,1,0,1
48,45600,13,3,1,1,1,0,1
54,18756,12,3,0,0,1,0,1
43,47946,12,3,1,1,1,0,1
33,25686,13,4,1,0,0,0,1
41,9300,12,1,0,0,0,0,0
28,36084,18,3,0,0,0,0,0
37,78630,14,2,1,1,1,0,1
51,17535,13,3,0,0,1,0,1
36,21753,8,6,1,1,0,0,0
41,58200,16,6,1,1,0,1,1
27,26901,12,2,1,1,0,1,0
34,9906,13,1,0,0,1,0,0
53,114396,14,2,1,1,1,1,1
35,40560,14,5,1,1,0,0,1
27,22950,13,2,0,0,1,0,0
30,22413,12,4,1,1,1,0,1
49,58920,13,4,1,1,1,0,1
55,137451,13,3,1,0,0,1,1
35,75603,16,4,1,1,1,0,1
36,62370,16,6,1,1,0,0,0
36,39597,13,4,1,1,0,0,1
48,50904,12,3,1,1,1,0,1
52,48639,14,5,0,0,0,0,1
45,20400,12,2,1,0,0,0,1
51,37980,13,2,0,0,1,0,0
54,84279,18,2,1,1,0,1,0
33,27582,13,2,0,0,1,0,1
28,53664,12,3,1,1,0,0,1
63,49440,16,4,1,0,0,0,1
38,96756,16,1,0,0,1,1,1
40,12360,12,4,1,0,0,0,0
43,24060,16,1,0,0,1,1,0
52,70047,18,3,1,1,0,1,1
40,64044,16,2,0,0,1,0,0
56,49380,12,4,1,1,0,0,1
35,59187,13,3,1,1,0,0,1
28,70071,16,2,1,1,0,0,0
25,18258,12,1,0,0,0,0,0
44,73560,12,4,1,1,1,0,1
42,80400,18,4,1,1,0,1,1
62,66453,12,2,1,1,1,0,1
42,65334,12,4,1,1,1,0,1
27,62496,16,2,1,1,1,0,1
55,37242,1,3,1,1,1,1,1
31,36000,12,5,1,0,0,0,1
44,41124,12,3,1,1,0,0,1
31,58095,14,1,0,0,1,1,0
27,16596,12,4,1,0,0,0,0
43,38496,16,4,1,1,1,0,1
49,29139,12,5,1,0,0,0,1
32,39453,12,3,1,1,1,1,1
53,20520,13,2,0,0,0,1,1
26,19560,18,1,0,0,1,0,0
40,49800,12,1,0,0,1,0,1
56,40389,16,2,1,1,0,0,1
27,73020,16,2,1,1,1,1,1
29,50367,12,4,1,1,0,0,1
43,23910,13,4,0,0,1,0,0
41,51141,12,4,1,1,0,0,1
38,55992,14,5,1,1,0,1,1
51,52800,17,2,1,1,1,1,1
30,27927,12,4,1,1,0,0,0
33,25941,12,4,1,0,0,0,1
27,86574,18,1,0,0,0,0,0
33,57780,15,4,1,1,0,0,1
59,18468,12,1,0,0,0,0,0
47,14280,6,4,0,0,1,0,0
44,23670,11,4,1,1,1,0,1
29,13590,12,1,0,0,0,0,1
43,4605,17,5,1,0,0,0,0
53,110643,12,2,1,1,1,1,1
32,54183,16,2,1,1,1,0,0
38,15126,12,1,0,0,1,0,0
52,75759,18,2,1,1,1,1,1
51,28902,12,2,1,1,0,0,1
37,58164,12,3,1,1,0,0,1
37,49965,13,5,1,1,1,0,0
41,41751,12,5,1,0,0,0,1
42,98292,12,4,1,0,0,1,1
51,31242,1,4,0,0,1,0,1
48,21969,14,1,0,0,1,0,1
32,55602,16,4,1,1,1,0,1
53,139938,18,4,1,1,0,1,1
36,70746,16,2,1,1,0,1,1
42,111978,18,4,1,1,1,1,1
30,62700,18,4,1,1,1,0,1
36,35520,18,1,0,0,1,0,1
52,78243,14,4,1,1,1,0,1
36,61920,13,4,1,0,0,1,1
37,18540,12,5,0,0,1,0,0
56,10830,12,2,0,0,1,0,1
32,58710,13,1,0,0,1,0,1
54,50940,10,3,1,1,1,0,1
39,16779,12,4,1,1,0,0,1
33,21933,12,1,0,0,0,0,0
44,63849,15,5,1,1,0,0,1
43,22527,13,1,0,0,1,0,0
46,45486,14,1,0,0,0,0,1
36,23100,16,2,0,0,1,0,0
32,75045,18,4,1,1,0,0,1
62,55128,18,2,1,0,1,1,1
60,78432,18,2,1,0,0,1,1
43,54735,12,3,1,1,0,0,1
42,33804,13,2,0,0,1,0,1
33,32739,15,3,0,0,0,0,1
40,56037,16,4,1,1,1,0,1
45,48720,12,3,1,1,0,0,1
32,28725,10,5,1,1,0,0,1
30,36402,11,5,1,1,0,0,1
38,28086,12,4,1,1,1,0,0
45,71358,18,2,0,0,1,0,1
27,59841,16,3,1,1,1,0,1
26,34275,15,1,0,0,0,0,1
54,27390,12,6,1,1,0,0,1
46,144666,17,2,1,1,0,1,1
33,28083,13,3,1,1,0,0,0
37,16092,12,4,0,0,1,0,0
36,34962,12,5,1,0,0,0,1
47,52437,17,4,1,0,0,0,1
34,31902,15,2,0,0,0,0,0
49,23976,12,2,0,0,0,0,1
36,47658,18,3,1,1,0,1,1
38,40596,14,4,1,1,0,0,0
56,20208,12,2,1,0,1,1,1
56,67212,18,2,0,0,1,0,1
27,48798,12,1,1,0,1,0,0
47,20568,14,2,1,0,0,0,1
26,49362,16,2,1,0,1,1,1
60,70200,12,2,1,1,1,0,0
41,32610,15,2,0,0,1,1,1
55,50163,12,3,0,0,1,0,1
36,64104,16,5,1,1,0,0,1
32,36015,12,6,1,0,0,0,1
28,32160,11,5,1,1,0,0,1
38,24945,12,1,0,0,0,0,1
31,29664,12,3,1,1,1,0,0
49,61893,17,3,0,0,1,1,1
59,102150,13,4,1,1,0,0,1
26,18225,12,3,1,1,0,0,0
46,41949,16,1,0,0,1,1,1
44,80904,13,4,1,1,1,1,1
53,17880,12,1,0,0,1,1,1
34,25068,12,5,1,1,0,0,1
36,38481,13,4,1,1,1,0,1
25,9666,12,1,0,0,1,0,1
42,74529,16,4,1,1,0,0,1
54,33573,13,2,1,1,1,0,0
38,36243,16,6,1,0,0,1,1
45,50889,12,1,0,0,1,0,0
38,42546,12,4,1,1,1,0,1
35,52743,12,5,1,1,0,0,1
26,14415,13,1,0,0,0,0,0
27,38322,12,3,1,1,1,0,1
33,64878,16,1,0,0,0,0,1
55,42600,16,1,0,0,0,0,0
29,46383,12,2,1,1,1,0,1
36,34392,13,4,1,1,1,0,0
42,42678,12,5,1,1,1,0,1
33,24351,14,3,1,1,0,0,1
47,47730,16,1,0,0,1,1,0
48,99600,16,3,1,1,1,1,1
41,39351,12,5,1,1,0,1,1
39,77493,14,2,1,1,1,1,0
33,42408,15,3,1,1,0,0,1
36,24045,18,1,0,0,1,0,1
55,49050,14,2,0,0,1,0,1
45,78663,15,4,1,1,0,0,1
51,89964,12,3,1,1,1,1,1
43,70545,18,6,1,0,0,1,1
26,22950,14,1,0,0,0,0,0
32,48180,16,1,0,0,0,0,1
50,42780,12,1,0,0,1,0,0
46,33420,16,2,0,0,1,0,0
48,20439,14,1,0,0,1,0,0
42,36939,16,1,0,0,1,0,1
45,29295,12,8,1,1,1,0,1
35,54009,16,5,1,0,0,1,1
41,19527,11,5,1,0,0,0,0
41,159096,18,4,1,1,1,1,1
29,37452,16,1,0,0,1,0,0
43,71844,16,4,1,1,0,1,1
49,69312,15,5,1,1,1,1,0
41,24300,12,1,0,0,1,0,1
34,22170,13,3,0,0,1,0,0
41,20400,15,2,0,0,1,0,1
49,55428,14,3,1,1,0,1,1
48,65940,18,2,1,1,1,1,1
46,12399,9,1,0,0,0,0,1
37,35916,18,1,0,0,1,0,0
49,40494,16,4,1,1,0,0,1
38,20796,14,1,0,0,1,1,0
38,50070,14,5,1,1,0,0,1
36,15780,12,2,0,0,1,0,0
37,75057,18,1,0,0,0,1,0
52,49107,12,3,1,1,1,1,1
42,33903,18,3,0,0,0,0,1
53,16320,12,2,0,0,1,0,0
47,44838,11,3,1,1,0,0,1
40,68388,14,4,1,1,1,0,1
46,27900,16,1,0,0,1,0,1
31,45093,18,1,0,0,0,1,1
31,13326,15,5,1,0,0,0,1
47,57492,12,6,1,1,0,1,1
51,79665,18,2,1,0,0,0,1
26,30720,16,1,0,0,1,0,0
25,30264,16,1,0,0,0,0,0
28,29514,12,1,1,0,0,0,0
61,13596,13,2,1,0,0,1,1
37,89451,18,3,1,0,0,0,0
30,27414,14,4,1,1,0,0,0
39,61410,15,4,1,1,1,1,1
29,18150,12,2,1,0,0,0,0
38,65151,15,3,1,1,0,1,1
31,36936,16,1,0,0,0,0,0
26,23235,18,1,0,0,1,0,0
43,18168,9,7,1,1,0,0,1
43,58905,12,4,1,1,1,1,1
46,83319,12,3,1,1,0,0,0
44,45744,12,5,1,1,0,0,1
33,94737,16,5,1,1,1,1,1
40,40440,16,1,0,0,0,0,0
34,28740,13,6,1,0,0,0,1
31,30918,12,4,1,0,0,0,1
36,52557,13,4,1,1,0,0,1
46,72540,12,4,1,1,0,1,1
37,35706,14,4,1,0,0,0,0
43,45069,17,1,0,0,1,0,1
44,21855,12,2,0,0,1,0,1
49,10200,13,2,0,0,1,0,0
32,49635,16,3,1,1,0,0,1
36,48819,15,5,1,0,0,0,1
48,49701,12,4,1,1,0,1,1
43,104232,13,4,1,1,1,0,1
35,68655,12,2,1,1,1,0,1
26,59100,16,1,0,0,0,1,1
48,98034,18,4,1,1,0,1,1
26,18378,13,4,0,0,1,0,0
34,36147,12,4,1,1,1,1,1
36,45855,12,5,1,1,1,0,1
28,42345,16,3,1,0,0,0,0
33,71061,15,5,1,0,0,0,1
52,50220,12,4,1,1,1,0,1
44,38820,9,2,0,0,1,0,1
37,93090,13,4,1,1,0,1,1
27,43275,18,3,1,1,1,0,1
35,31224,14,1,0,0,1,0,0
47,61575,18,3,1,1,0,1,1
28,96339,18,2,1,1,0,1,1
50,24114,11,6,1,0,0,0,0
50,67335,16,4,1,1,1,1,1
31,71673,16,2,1,1,0,1,1
49,91362,16,3,1,1,0,1,1
27,54444,17,1,0,0,0,0,1
25,34800,12,2,1,1,0,0,1
37,89319,15,7,1,1,1,0,1
53,9294,16,1,0,0,1,1,1
32,53880,12,4,1,1,0,0,1
42,60069,18,4,1,0,0,0,1
35,59430,14,3,0,0,0,0,0
60,10755,12,1,0,0,1,0,0
26,18666,12,3,1,1,0,0,0
54,36375,15,1,0,0,1,0,1
57,39921,12,2,1,0,0,0,1
32,15840,14,1,0,0,1,0,0
40,65844,17,3,1,1,0,1,1
51,24087,9,5,1,1,0,0,1
44,51294,16,4,1,0,0,1,1
33,20130,14,3,0,0,0,0,1
50,23136,12,1,0,0,1,0,0
64,69900,14,2,1,0,0,0,1
32,28935,12,4,1,0,0,0,1
35,16347,14,4,1,1,1,0,1
53,78801,12,2,1,1,1,0,1
28,12684,12,3,0,0,1,0,0
54,81282,18,1,0,0,1,1,1
45,71010,16,4,1,1,1,0,1
34,21600,15,7,1,0,0,0,1
51,52410,16,1,0,0,1,1,1
32,24678,12,5,1,1,0,0,1
35,10578,15,1,0,0,1,1,0
38,28131,16,3,0,0,0,0,0
26,73902,16,2,1,1,1,0,1
43,40854,12,4,1,1,0,1,1
55,32805,12,3,1,1,0,0,1
29,52800,15,4,1,1,0,0,1
57,11520,14,3,0,0,1,1,1
41,34692,15,1,0,0,0,0,0
42,29289,14,3,0,0,1,0,1
43,27204,12,1,0,0,1,0,0
44,31665,9,4,1,1,0,0,1
38,70692,14,3,1,1,1,0,0
54,57603,16,1,0,0,1,0,1
49,43206,12,3,1,0,0,0,1
59,58716,12,2,1,1,0,1,1
41,131781,17,4,1,1,1,1,1
51,45051,17,4,1,1,1,0,1
37,56784,14,3,1,1,1,0,1
32,42864,14,2,1,1,0,0,0
45,35913,12,4,1,0,0,0,1
53,44778,14,1,0,0,1,0,1
46,55779,16,1,0,0,1,0,0
60,128040,18,3,1,0,0,1,1
47,59736,15,4,1,1,1,1,1
31,50520,13,3,1,1,0,0,1
45,30090,14,4,1,0,0,0,1
30,33999,18,1,0,0,1,0,1
47,42840,12,2,1,0,0,0,1
60,73614,12,2,1,1,0,0,1
30,48363,17,4,1,1,0,0,1
53,47658,12,3,1,1,1,0,1
53,40494,14,2,0,0,1,0,1
55,33540,12,2,1,1,1,1,1
39,66165,12,4,1,0,0,0,1
57,23565,14,1,0,0,1,1,1
41,42927,14,4,1,1,0,1,1
44,54627,14,1,0,0,1,1,1
55,46155,10,5,1,1,0,1,1
35,69789,14,3,1,1,1,0,1
31,24750,16,1,0,0,0,0,0
35,41850,14,5,1,0,0,0,1
40,61176,13,5,1,0,0,1,1
37,27027,16,4,0,0,1,0,1
26,24192,12,3,1,1,0,0,0
56,34803,14,2,1,1,1,1,0
33,31623,18,1,0,0,0,1,0
41,51300,11,3,0,0,0,0,1
63,41991,12,2,1,0,0,0,1
45,67455,13,3,1,1,0,1,1
26,10827,12,2,0,0,0,0,0
36,57543,14,4,1,1,0,1,1
58,33471,10,3,1,0,0,0,1
45,36294,16,3,0,0,0,1,0
39,29577,12,5,1,0,0,0,1
28,15363,12,3,0,0,1,0,1
43,49728,12,3,1,1,1,0,1
61,45492,12,2,1,1,1,0,1
31,62640,16,2,1,1,0,1,1
33,42816,13,4,1,1,0,0,1
33,30117,18,4,1,1,0,0,0
44,44790,18,3,0,0,0,1,1
27,45747,12,4,1,1,0,0,0
59,36342,13,1,0,0,1,0,1
38,68739,13,4,1,0,0,1,1
27,31005,12,1,0,0,1,0,0
47,48423,12,2,1,1,0,0,1
55,39378,12,2,1,0,1,0,1
47,70101,13,4,1,1,1,0,1
49,33840,12,2,0,0,1,1,1
36,26136,12,5,1,0,0,0,1
40,35718,12,2,1,1,0,0,0
47,90450,12,2,1,1,1,1,1
37,37407,16,1,0,0,1,1,0
45,39168,12,2,1,1,0,1,1
45,82575,14,7,1,1,0,0,1
30,44040,18,2,1,1,0,1,1
34,24300,1,4,1,1,1,0,0
43,34404,12,4,1,1,0,0,1
43,40842,12,4,1,1,0,1,1
31,62592,16,3,1,1,1,0,1
52,83610,12,4,1,0,0,0,1
30,60369,16,1,0,0,1,1,1
41,36000,16,5,0,0,0,0,1
41,75450,16,3,1,1,0,0,1
29,169962,16,2,1,1,0,1,1
40,10368,12,3,1,0,0,1,1
60,136389,1,2,1,1,0,1,1
42,50460,15,1,0,0,1,0,1
43,23412,16,1,0,0,1,0,0
46,47139,12,4,1,1,1,0,1
27,17364,12,2,1,1,0,0,0
40,39828,12,4,1,0,0,0,1
32,39996,13,5,1,0,0,1,1
42,73722,12,5,1,1,1,0,1
47,20406,9,2,1,0,0,0,0
32,62382,12,3,1,1,1,0,1
43,46857,16,3,1,1,0,1,1
26,35244,15,2,1,1,1,0,0
43,39261,12,3,1,1,0,0,1
43,105156,16,3,1,1,1,1,1
43,29703,16,1,0,0,0,0,1
41,27111,12,4,1,1,0,0,1
59,36864,12,2,1,0,0,1,1
28,44925,14,2,1,1,0,1,1
27,44400,12,3,1,1,0,0,0
51,10800,9,1,0,0,0,0,1
47,34236,12,5,1,1,1,1,0
47,77016,14,2,1,1,1,0,1
39,68949,13,5,1,0,0,1,1
47,38820,12,5,1,1,1,0,1
46,74625,15,4,1,1,0,0,1
62,58848,12,2,1,0,0,0,1
36,21366,12,3,1,1,0,1,1
32,42231,12,4,1,1,1,0,0
37,67509,17,5,1,0,0,1,1
44,22668,12,6,1,1,0,0,1
30,122802,18,2,1,1,1,1,1
37,25002,13,3,0,0,0,0,0
38,44472,12,5,1,1,1,0,1
34,43887,18,1,0,0,0,1,0
35,19023,12,5,1,0,0,0,1
44,45927,14,3,1,1,1,0,1
61,35292,10,1,0,0,0,0,0
29,168,12,2,0,0,0,0,1
43,88062,12,5,1,1,0,0,1
31,28047,12,1,0,0,1,0,0
34,66396,12,4,1,1,0,0,1
64,22983,14,2,0,0,1,1,1
44,36156,12,1,0,0,1,0,1
47,80211,12,2,1,1,0,1,1
45,39018,18,2,0,0,1,0,1
34,37620,12,4,1,1,0,0,1
54,41799,12,2,1,1,0,0,1
54,53862,18,3,1,1,0,0,1
36,78765,18,2,1,1,0,1,0
35,34854,12,2,1,1,1,0,1
44,20652,13,2,0,0,1,0,0
26,20403,12,1,0,0,1,0,0
39,93120,18,2,0,0,0,1,1
33,146076,16,2,1,1,1,1,1
50,37635,12,2,1,1,0,0,1
44,54543,16,6,1,1,1,0,1
50,34986,16,1,0,0,1,0,0
47,92583,18,3,1,1,0,0,1
53,34653,12,1,1,0,1,0,1
50,30189,9,3,1,1,0,0,1
30,33585,16,1,0,0,0,1,0
64,36693,12,8,1,1,0,0,1
36,38253,14,5,1,1,0,0,0
33,49776,12,3,1,1,1,0,1
29,33744,15,2,1,1,0,0,0
27,30015,17,1,0,0,0,0,0
29,74070,18,1,0,0,0,1,1
38,45786,12,4,1,1,0,0,1
51,46980,12,3,1,1,1,1,1
36,35364,18,2,1,0,0,0,0
32,57441,18,3,1,1,0,1,1
59,67482,12,2,1,0,0,1,1
27,49200,18,1,0,0,1,0,1
48,76209,14,5,1,1,0,1,1
42,60090,18,1,0,0,1,1,1
50,34545,13,2,1,1,0,0,0
29,83610,17,2,1,1,1,1,0
53,54486,12,2,1,1,0,0,1
47,34149,12,3,1,1,0,1,1
48,13800,12,2,0,0,1,0,1
46,76233,13,4,1,1,1,0,1
37,35976,13,4,0,0,1,0,1
45,44067,10,4,1,1,0,0,1
56,47790,12,3,1,1,1,1,1
26,19548,12,1,0,0,1,0,0
57,26142,12,1,0,0,0,1,1
30,66123,18,2,1,1,1,0,1
43,6450,10,2,1,0,1,0,1
60,46071,12,3,1,0,0,1,1
45,91575,18,1,0,0,1,1,1
30,47001,16,2,1,1,0,1,1
33,41283,12,4,1,0,0,0,1
40,54591,16,1,0,0,1,0,1
42,26526,12,4,1,1,0,0,1
44,24678,12,3,0,0,1,0,0
31,31905,12,2,0,0,1,0,0
41,24558,16,4,1,0,0,0,1
29,55851,17,2,1,1,0,0,0
51,29196,16,5,1,0,0,1,0
41,69840,12,2,1,1,0,0,1
37,38292,13,4,1,1,0,0,1
44,36600,12,4,1,1,0,1,1
32,47361,12,5,1,1,0,0,1
42,49668,16,2,1,1,0,1,1
25,40800,16,1,0,0,1,0,0
30,23550,16,1,0,0,0,0,0
43,155196,17,4,1,1,1,1,1
43,76581,12,3,1,1,0,1,1
42,58182,16,4,1,0,0,0,1
32,30360,14,3,0,0,1,0,0
35,49920,12,2,1,1,1,1,1
35,60303,16,4,1,1,0,0,1
42,17244,10,3,1,0,0,0,1
52,106896,12,6,1,0,0,1,1
31,55920,18,4,1,1,0,1,1
33,29712,14,4,1,0,0,0,0
30,64995,16,1,0,0,0,1,0
34,74472,14,3,1,1,0,1,1
52,61200,12,2,1,1,1,0,1
30,62652,16,1,0,0,1,0,1
46,23985,12,1,0,0,1,1,1
32,17655,15,1,0,0,0,0,1
34,50262,1,4,1,1,0,0,1
34,39450,16,4,1,1,0,1,1
31,41058,18,1,0,0,0,0,0
33,45750,17,1,0,0,0,0,1
46,69600,18,1,0,0,1,0,1
37,85320,17,3,1,1,0,1,1
44,155415,18,3,1,1,0,1,1
32,27285,12,8,1,1,0,0,0
26,26430,16,2,0,0,1,1,0
45,80850,13,5,1,0,0,1,1
41,40296,12,4,1,0,0,1,1
42,52434,14,1,0,0,1,0,1
39,23259,12,4,1,1,1,0,1
46,63240,18,2,1,1,0,1,0
52,52050,12,2,1,1,0,0,1
33,53436,16,3,1,1,1,1,1
35,117900,12,3,1,1,1,0,0
41,36975,13,6,1,0,0,0,1
26,16068,13,2,0,0,1,0,0
40,46026,12,3,1,1,1,1,1
56,52245,12,2,1,1,0,0,1
61,16800,12,4,0,0,0,0,1
39,24582,11,3,1,0,0,0,1
42,23451,16,1,0,0,1,0,0
41,91689,15,5,1,1,1,1,1
50,45762,12,4,1,1,0,0,1
26,38160,16,4,1,0,0,0,0
43,22950,12,1,0,0,1,0,0
36,33462,12,4,1,1,0,0,1
43,44298,16,5,1,0,0,1,1
50,30138,12,4,1,1,1,0,1
36,100125,16,4,1,1,1,1,1
42,44898,13,2,0,0,1,1,1
38,20163,15,1,0,0,1,0,0
49,42915,18,1,0,0,1,0,1
36,64038,16,4,1,1,0,0,1
61,59166,16,5,0,0,0,1,1
54,31203,11,5,1,1,1,0,1
35,32265,17,5,1,1,1,0,1
55,47328,10,5,1,1,1,0,0
64,49440,15,1,0,0,1,1,1
43,38205,16,2,0,0,1,0,1
42,41607,16,3,1,1,1,1,1
38,64974,18,2,1,1,0,1,1
27,26523,16,3,1,0,0,1,1
42,50064,13,3,1,0,0,0,1
41,58293,16,4,1,1,0,0,0
42,37914,12,5,1,1,0,0,1
36,46467,12,3,1,1,1,0,1
34,44661,15,5,1,0,0,0,1
25,10059,14,3,0,0,0,0,0
33,18477,14,1,0,0,1,0,1
35,48180,13,2,1,1,0,1,1
51,68172,12,5,1,1,0,0,1
43,52425,13,4,1,1,0,0,1
42,82035,12,5,1,1,0,0,0
34,59922,16,3,1,0,0,1,1
45,46521,14,1,0,0,1,1,0
60,49944,16,1,0,0,1,1,0
49,23670,12,5,1,0,0,0,1
25,26730,12,1,0,0,0,0,1
64,39537,10,2,1,0,1,0,1
53,46683,12,3,1,0,0,1,1
44,21273,12,1,0,0,0,0,1
31,27015,13,1,0,0,0,0,0
38,29952,16,1,0,0,0,1,0
53,52110,12,3,1,1,1,0,1
36,28800,12,4,1,0,0,0,0
47,56580,12,2,1,0,0,1,1
46,75687,12,3,1,1,1,0,1
46,51150,15,4,1,1,1,1,1
59,99318,15,6,1,1,1,1,1
57,100026,12,4,1,0,0,1,1
47,61800,12,5,1,1,1,0,1
34,88770,16,4,1,1,1,0,1
34,40545,17,3,1,1,1,0,1
51,43560,16,1,0,0,0,0,1
37,33489,18,1,0,0,0,1,1
43,21672,12,4,1,0,0,0,1
47,22542,12,3,1,1,0,1,1
25,38496,12,3,1,1,0,0,1
47,29886,10,4,1,0,0,1,1
41,57252,12,4,1,1,0,0,1
38,26538,17,1,0,0,0,0,0
41,29706,16,2,0,0,1,0,1
33,44466,16,5,1,0,0,0,1
40,33177,12,1,0,0,1,0,0
28,20100,12,1,0,0,1,0,0
55,18375,12,3,1,0,0,0,1
35,39162,13,5,1,1,1,0,1
33,30714,12,5,1,1,1,0,0
42,38091,12,4,1,1,1,0,1
37,29523,13,4,1,0,0,0,1
35,44379,13,5,1,1,1,1,1
46,91017,14,4,1,1,0,1,1
40,52920,18,3,1,1,1,1,1
29,91536,16,2,1,1,1,1,1
48,76680,18,1,0,0,1,0,1
43,15300,12,3,0,0,0,0,1
37,73665,16,2,1,1,1,0,0
58,33816,8,3,1,1,0,0,1
46,32637,15,1,0,0,0,0,1
35,40860,16,3,0,0,1,0,0
57,40152,14,3,1,1,1,1,1
38,45948,17,1,0,0,1,1,1
54,57063,12,4,1,0,0,1,1
29,10791,12,4,1,0,1,0,1
56,31350,12,3,1,0,0,1,1
35,23892,14,1,0,0,1,0,0
30,43728,13,4,1,1,1,0,1
53,83460,16,4,0,0,0,1,1
54,68010,13,2,1,1,1,1,1
54,70179,16,2,1,1,0,0,1
39,19806,14,4,1,1,1,0,1
44,74277,14,4,1,1,0,0,1
41,22800,12,4,0,0,1,0,0
33,58026,12,3,1,1,0,0,1
34,112509,16,3,1,1,0,0,1
50,16521,13,1,0,0,1,1,1
39,49689,12,4,1,0,0,0,1
44,97887,16,4,1,1,0,1,1
31,23481,14,2,0,0,1,0,0
32,18789,13,1,0,0,1,0,1
50,35700,18,1,0,0,1,0,0
31,24006,11,2,1,0,0,0,1
50,36210,13,2,1,1,0,0,1
26,17619,14,1,0,0,1,0,0
48,88596,16,1,0,0,1,1,1
40,39045,12,3,1,1,1,0,1
30,36486,9,5,1,0,0,0,1
25,20400,12,4,0,0,1,0,0
55,17913,14,1,0,0,1,0,0
28,42579,14,4,1,1,0,0,1
30,20430,14,1,0,0,0,0,1
35,32874,16,1,0,0,0,0,1
32,22383,12,4,1,1,1,0,0
48,34290,16,2,1,0,1,1,1
42,16224,12,6,0,0,0,0,0
28,9042,17,1,0,0,1,0,0
42,35244,18,1,0,0,1,1,1
35,50628,18,1,0,0,1,0,1
28,38478,16,3,1,1,0,1,0
52,19107,18,2,1,1,0,1,0
29,61161,14,1,0,0,1,0,1
40,50292,16,4,1,1,1,0,1
38,51528,18,6,1,1,1,0,1
46,99597,16,3,1,1,1,1,1
52,80565,14,2,1,1,0,1,1
